horse (4),Image2.jpg,"0,349:0,4138:7181,5225:13824,6956:3347,15980:17619,4372:0,8200:0,2092:0,552:0,130:0,27:0,8:0,0:0,0:0,0:0,2:0,4113:0,4985:0,5424:0,6885:0,9643:0,10717:0,9578:0,10873:19798,1897:0,6002:0,80:0,3:0,0:0,0:0,14:0,2939:0,3846:0,8026:3533,8137:3705,10724:0,15005:13088,5275:0,11375:0,3948:0,328:0,48:0,9:0,0:0,0:"
horse (5),Image0.jpg,"0,3:0,491:0,5377:0,10870:0,13162:10274,11617:10818,12761:0,8019:0,2364:0,1937:0,1222:0,759:0,310:0,16:0,0:0,0:0,145:0,2987:0,6007:0,6164:0,6119:0,5267:0,4833:0,5758:0,8107:6561,10011:8311,14943:0,4741:0,46:0,0:0,0:0,25:0,2382:0,4025:0,5753:0,5974:0,6009:0,8248:0,14998:8720,12145:8312,9114:0,3253:0,606:0,267:0,169:"
horse (6),Image0.jpg,"3377,2177:14659,7164:15333,6133:7779,12481:3038,10638:0,4081:0,825:0,376:0,344:0,392:0,468:0,487:0,229:0,19:0,0:0,1114:15088,224:0,6755:0,6246:0,4663:0,2604:0,2325:0,7632:9600,3442:0,10093:8128,5361:0,5860:0,611:0,247:0,7:0,1221:8911,3469:0,10818:0,6392:0,7204:0,9815:5098,5096:0,8425:0,10196:0,9461:0,2618:0,755:0,287:0,222:0,12:"
horse (7),Image0.jpg,"0,493:5953,8170:3338,19264:12853,7390:0,12388:0,5355:0,3490:0,1724:0,1199:0,787:0,588:0,524:0,521:0,600:4248,1115:0,8:0,3816:3556,5380:0,8354:0,6214:0,5510:0,6506:0,10352:0,11725:0,9954:0,7166:0,4152:0,1036:0,887:4208,1176:0,12:0,2876:6365,3659:0,8079:0,7082:0,8005:0,9728:6578,5006:0,11184:0,7230:0,4550:0,1793:0,1031:0,1061:4289,1472:"
horse (8),Image0.jpg,"0,555:0,4687:22567,8425:16400,9885:0,5476:0,2771:0,948:0,415:0,366:0,409:0,1679:7033,1260:0,3705:0,2248:0,1171:0,195:0,789:0,2840:0,3143:0,3042:0,9931:30286,3482:8081,5068:4582,948:0,436:0,2394:6058,1542:0,4072:0,1968:0,1143:0,107:0,2220:0,2846:0,2543:0,7081:26513,5856:14145,4756:0,5628:0,754:0,457:3434,748:4698,1588:0,3623:0,1451:0,1552:"
horse (8),Image1.jpg,"0,797:0,1179:0,6487:16679,7789:30717,8221:7395,5425:0,2696:0,960:0,359:0,271:0,182:0,181:0,139:0,481:0,42:0,143:0,848:0,719:0,1241:0,2287:0,3299:3391,7738:17810,6009:21286,6785:12629,2492:0,2318:0,269:0,158:0,514:0,64:0,0:0,207:0,839:0,1379:0,1869:0,8549:15879,7332:22060,8707:14332,3705:0,3489:0,707:0,230:0,164:0,502:0,50:"
horse (9),Image0.jpg,"16837,8643:21445,8397:0,12370:0,4965:0,2087:0,1411:0,1556:0,1713:0,1777:0,2159:0,2873:0,1602:0,1192:0,392:0,581:5261,631:9096,4185:3151,10440:3072,11850:0,11963:0,8397:0,5539:0,3767:0,3234:0,2668:0,1629:0,1367:0,1313:0,1063:0,1374:14465,2651:6868,7436:4000,9755:0,11336:0,8003:0,5398:0,3914:0,3589:0,2918:0,2260:0,1379:0,1070:0,1002:0,1304:0,2652:"
ocean (1),Image0.jpg,"0,0:0,0:0,0:0,105:0,1103:0,4659:0,12175:32394,4384:17381,11018:0,5579:0,1024:0,165:0,13:0,0:0,0:0,0:0,0:0,1:0,138:0,2367:0,3565:0,6963:13545,16082:27984,4970:0,10924:0,2773:0,625:0,57:0,6:0,0:0,4:0,8659:47165,4537:5741,13134:0,5052:0,3028:0,1677:0,687:0,166:0,84:0,45:0,17:0,4:0,0:0,0:"
ocean (1),Image1.jpg,"0,0:0,0:0,0:0,56:0,2321:12645,832:0,6337:0,6785:5630,2972:8594,3235:5263,3388:6339,2174:6383,1187:5547,1113:8846,353:0,0:0,0:0,8:8065,2049:8558,1439:6465,6328:14232,2742:8147,5214:6162,3131:5212,2377:3292,1990:0,2955:0,1032:0,389:0,213:70106,346:3538,7178:0,5265:0,2682:0,808:0,75:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:"
ocean (10),Image0.jpg,"0,0:0,87:0,791:0,786:0,2599:0,2659:0,1747:0,1922:3830,2226:6039,4784:4491,5794:9815,2852:10040,1749:24389,1321:0,2079:0,33:0,757:0,1417:3947,1372:6527,1423:4294,2745:4886,3794:5245,3021:10563,4069:11500,3886:4374,3449:0,6072:0,3998:0,2093:0,535:54612,165:8137,1092:3450,3537:0,5911:0,5352:0,4047:0,1908:0,939:0,587:0,263:0,0:0,0:0,0:0,0:0,0:"
ocean (11),Image0.jpg,"0,0:0,0:0,28:0,913:0,1542:0,3529:0,3591:0,4939:0,5977:0,6567:0,7362:9711,5277:11386,5282:7044,5041:9960,1851:0,0:0,934:0,3184:3760,5391:10304,6572:7380,5380:3265,7590:3429,7394:9851,4925:0,5121:0,2871:0,1633:0,740:0,274:0,2:36303,523:8183,5212:6532,4760:0,9033:0,6663:0,4938:0,2953:0,1713:0,1111:0,777:0,575:0,416:0,260:0,48:0,0:"
ocean (12),Image0.jpg,"0,0:0,0:0,19:0,328:0,448:0,1570:3966,792:6439,2203:10254,3272:11385,4191:18743,971:14945,4147:0,4902:0,1151:0,274:0,0:11644,166:21629,261:18976,954:6584,1487:0,3528:0,3846:0,4262:0,4634:0,4890:0,3914:0,1629:0,978:0,516:0,102:65301,215:0,3590:0,1453:0,1195:0,831:0,780:0,1041:0,1140:0,1398:0,1261:0,2220:0,3197:0,2945:0,3427:0,6:"
ocean (2),Image0.jpg,"0,0:0,4652:7343,1065:0,5701:0,4765:3023,3167:0,6250:0,6210:3687,2302:0,4454:0,2639:3008,796:4630,1522:9928,111:14742,5:0,0:11127,587:0,6333:0,4361:0,4569:0,6005:0,6160:3383,3506:4117,1884:0,4316:0,3794:4439,1457:7363,153:9533,11:6902,0:0,0:14776,3925:22697,2909:9610,4935:4102,2849:3031,2557:5375,93:4429,4:3065,0:0,2892:0,1963:0,788:0,0:0,0:0,0:"
ocean (2),Image1.jpg,"0,41:0,1972:0,3485:0,5051:0,7486:0,10404:7878,9740:38153,2446:0,2636:0,418:0,154:0,86:0,35:0,14:0,1:0,0:0,1168:0,2670:0,3836:0,6720:4429,9745:28066,4199:20961,4139:0,2324:0,1010:0,412:0,206:0,87:0,26:0,2:57190,1128:0,9820:0,6384:0,4900:0,3707:0,2823:0,1783:0,1064:0,586:0,286:0,139:0,107:0,63:0,20:0,0:"
ocean (3),Image0.jpg,"0,59:0,3248:0,2721:0,5756:0,10579:3737,16437:21596,7064:0,12622:0,4843:0,1163:0,163:0,12:0,0:0,0:0,0:0,2318:0,1081:0,1764:0,4524:0,11387:10633,12916:9078,10356:3072,10836:0,8025:0,3288:0,611:0,74:0,16:0,21:0,0:42759,8299:16852,5944:0,9271:0,4159:0,2032:0,415:0,63:0,44:0,36:0,42:0,35:0,15:0,13:0,20:0,1:"
ocean (5),Image0.jpg,"5508,1407:0,285:0,64:0,168:0,193:0,3106:3668,1711:0,2915:0,3535:0,7313:7689,1614:11539,1262:15152,559:10699,636:10915,62:5668,1500:0,92:0,109:4901,280:0,3885:0,3213:0,4380:3242,3595:5848,4477:13186,3707:11342,1747:8836,641:6143,1291:0,1251:0,666:89790,0:0,151:0,35:0,14:0,3:0,3:0,2:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:"
ocean (6),Image0.jpg,"0,0:0,0:0,88:0,555:0,2139:0,6819:4165,3866:0,8940:0,8831:0,10650:10488,5190:7748,3068:7482,816:7609,80:0,1466:0,0:0,7:0,196:0,3389:0,2953:0,4853:0,7683:0,7989:6973,6948:14696,7890:8578,4034:10880,342:0,2465:0,124:0,0:62680,2465:11218,2289:0,6253:4543,472:0,80:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:"
ocean (7),Image0.jpg,"0,0:0,624:8875,2078:6669,2416:0,6566:0,6295:0,5165:0,3531:0,2859:0,5546:4079,1361:4124,508:5200,614:5702,1423:16281,84:0,1312:9388,4201:6451,2664:0,7073:0,6496:0,4058:0,3335:4301,1736:4114,2512:3675,2180:3395,750:3608,1099:5072,167:5862,250:6039,262:0,4375:41006,904:17340,6119:10434,540:5724,355:3005,98:0,39:0,20:0,17:0,15:0,5:0,4:0,0:0,0:0,0:"
ocean (7),Image1.jpg,"0,0:0,0:0,206:0,1494:0,4163:0,4276:0,7591:3013,5797:3610,4798:0,5590:0,4888:6354,2949:15817,203:10272,161:8727,91:0,0:0,0:0,1018:0,1926:0,3540:0,5662:0,8609:11285,4534:11383,4010:9945,2142:8064,1631:5592,1205:5304,865:0,2722:0,563:50388,2889:23154,8093:0,4015:0,1141:0,307:0,13:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:"
ocean (8),Image0.jpg,"0,0:0,0:0,0:0,0:0,143:3441,273:6617,57:0,5585:0,4582:0,4377:9898,5403:31917,4597:5270,4606:0,2777:0,457:0,0:0,0:0,0:0,339:3627,1550:4872,555:0,4806:0,4333:6516,3303:28685,3435:8860,5884:4573,4602:0,2991:0,966:0,103:27762,8295:30876,5056:4212,5770:0,3532:0,1564:0,941:0,626:0,555:0,443:0,250:0,63:0,41:0,14:0,0:0,0:"
ocean (8),Image1.jpg,"0,0:0,3682:3119,2572:0,5847:0,3247:0,2727:0,2884:0,4415:0,5183:0,2929:3062,1728:15137,2531:30245,691:0,1:0,0:0,3724:5363,1420:0,5396:0,2838:0,2472:0,1984:0,2784:3202,5378:6153,5218:10233,4133:11646,2150:15804,102:0,0:0,0:0,0:29786,6029:25780,7435:0,8123:0,2992:0,2108:0,1758:0,1961:0,1615:0,1587:0,820:0,6:0,0:0,0:0,0:0,0:"
ocean (9),Image0.jpg,"0,0:0,0:0,0:0,0:0,1218:0,3097:0,4060:0,5003:23441,3615:25537,3493:15140,2414:0,2949:0,33:0,0:0,0:0,0:0,0:0,0:0,0:0,1001:0,2525:0,2273:0,3415:13730,2950:20043,2458:14453,5982:10753,2250:4642,2363:0,1080:0,82:22447,9269:44678,4518:0,6445:0,1159:0,487:0,281:0,178:0,153:0,142:0,79:0,68:0,41:0,52:0,3:0,0:"
penguin,Image0.jpg,"0,0:0,17:0,444:0,394:0,371:0,417:0,482:0,516:0,611:0,759:0,2299:78953,918:0,3576:0,222:0,21:0,0:0,345:0,472:0,398:0,436:0,507:0,503:0,645:0,802:0,11554:70306,1189:0,2314:0,265:0,223:0,41:0,13:0,486:0,471:0,453:0,528:0,516:0,630:0,793:8321,9286:62270,2436:0,2956:0,419:0,195:0,192:0,35:"
penguin (10),Image0.jpg,"0,1:0,217:0,171:0,194:0,298:0,699:0,1374:0,2080:0,6349:0,8975:42016,2959:7767,12152:0,2779:0,1318:0,651:0,15:0,263:0,189:0,264:0,698:0,1426:0,5500:0,5627:19571,7008:23770,6118:3507,8858:0,3720:0,1620:0,1181:0,665:0,164:0,286:0,565:0,3305:0,4690:4271,3620:20947,3031:0,11238:14400,3194:3129,8774:0,3909:0,1801:0,1334:0,1151:0,191:"
penguin (10),Image1.jpg,"0,89:0,2432:0,1216:0,856:0,707:0,604:0,615:0,605:0,690:0,1670:0,11457:65259,740:0,2919:0,141:0,0:0,397:0,2453:0,1192:0,879:0,734:0,622:0,736:0,1401:0,2778:6962,12283:54116,1881:0,3255:0,292:0,19:0,0:0,2000:0,1522:0,998:0,946:0,1009:0,1122:3357,1921:15562,4407:11177,13055:25719,3796:0,2969:0,414:0,23:0,3:0,0:"
penguin (10),Image2.jpg,"0,100:0,3343:0,865:0,415:0,390:0,443:0,361:0,434:0,474:0,1395:3633,11971:30825,7255:20127,5042:0,2927:0,0:0,433:0,3561:0,515:0,436:0,376:0,469:0,447:0,3014:0,10495:6934,13255:19759,14269:7770,5039:0,2882:0,346:0,0:0,3352:0,927:0,464:0,428:0,1343:3119,2977:0,6599:4643,7917:13267,13525:10275,9419:0,8656:0,2888:0,193:0,8:0,0:"
penguin (11),Image0.jpg,"0,106:0,171:0,114:0,105:0,125:0,116:0,122:0,145:0,202:0,618:44219,8047:27813,7606:0,491:0,0:0,0:0,198:0,144:0,94:0,155:0,121:0,118:0,168:0,217:0,5001:59568,2866:14793,6170:0,375:0,12:0,0:0,0:0,194:0,132:0,107:0,155:0,124:0,117:0,174:0,251:11980,10554:56557,1394:0,7962:0,289:0,10:0,0:0,0:"
penguin (12),Image0.jpg,"0,29:0,2307:0,1302:0,709:0,640:0,637:0,1102:0,1146:0,1238:0,1432:0,2644:49973,4900:16418,4884:0,514:0,125:0,555:0,2875:0,821:0,777:0,1203:0,808:0,936:0,1201:0,1449:0,4280:49800,4682:15277,3993:0,715:0,433:0,195:0,622:0,2990:0,1450:0,868:0,766:0,920:0,1131:0,1395:0,3787:44983,4353:22002,2551:0,1156:0,476:0,385:0,165:"
penguin (12),Image1.jpg,"0,403:9611,1004:0,3928:0,1101:0,867:0,826:0,773:0,1086:0,866:0,923:0,1125:0,2575:58336,675:0,5886:0,15:0,3452:8884,2342:0,1290:0,911:0,1100:0,925:0,840:0,855:0,933:0,1170:0,4797:58809,562:0,2987:0,129:0,14:0,3728:9746,1545:0,1511:0,1081:0,942:0,862:0,899:0,961:0,1127:0,4417:56445,733:0,5595:0,328:0,71:0,9:"
penguin (2),Image0.jpg,"0,0:0,4237:5767,6515:0,6428:0,6171:0,6316:0,7088:0,9216:4027,7693:0,6362:0,6086:0,5276:0,4727:0,3278:0,813:0,0:0,4480:7875,5178:0,5390:0,5175:0,6538:0,7303:0,7355:4819,7548:0,6627:3252,3524:0,5862:0,5385:0,3221:0,468:0,0:0,4645:7804,5182:0,5589:0,5684:0,7305:0,8136:8198,3038:0,8581:0,5382:3319,3691:0,5934:0,5091:0,2230:0,191:"
penguin (2),Image1.jpg,"0,0:0,3883:9151,2225:0,5679:0,4773:0,4562:0,4674:0,4011:0,4072:0,4592:0,5826:0,8259:3738,7480:7519,5620:3182,754:0,0:0,4507:9270,2025:0,5068:0,4793:0,4275:0,4756:0,4206:0,4536:0,4305:0,6390:0,9103:4247,8405:7343,4815:0,1956:0,0:0,6035:8274,2328:0,5224:0,4923:0,4541:0,5328:0,4421:0,4124:0,5311:0,7463:3168,8446:7569,7367:3790,1619:0,69:"
penguin (2),Image2.jpg,"0,84:0,1969:0,4924:0,3867:0,4950:0,5409:0,5106:0,7036:0,8435:0,9051:0,11277:5756,7397:7540,3557:0,2700:0,942:0,189:0,2222:0,5153:0,4206:0,5108:0,5423:0,5029:0,7181:0,8991:0,9886:3003,8458:9305,7245:0,4706:0,2864:0,1031:0,167:0,2037:0,5219:0,4528:0,5709:0,5381:0,5947:0,7375:0,9340:0,11465:7967,5092:9060,4069:0,3111:0,2751:0,782:"
penguin (2),Image3.jpg,"0,0:0,5416:3822,6500:0,5627:0,5833:0,5450:0,5731:0,6666:0,8006:0,8937:0,10875:0,11024:0,5324:0,789:0,0:0,0:0,6918:3708,5929:0,5267:0,5209:0,5731:0,6080:0,7252:0,8413:0,9381:0,11019:0,10723:0,4194:0,176:0,0:0,0:0,7211:3677,6214:0,5854:0,5875:0,6151:0,6918:0,7653:0,9418:0,10403:0,12931:0,6740:0,954:0,1:0,0:"
penguin (3),Image0.jpg,"0,66:0,364:0,541:0,445:0,298:0,197:0,209:0,170:0,226:0,935:0,3405:0,4511:73883,439:3474,833:0,4:0,549:0,563:0,399:0,229:0,210:0,171:0,171:0,1174:0,2241:0,3685:53711,2020:19878,4014:0,968:0,17:0,0:0,565:0,596:0,383:0,214:0,210:0,173:0,818:0,2009:0,2785:0,5788:67018,157:5194,3646:0,429:0,15:0,0:"
penguin (4),Image0.jpg,"0,480:0,339:0,196:0,104:0,138:0,99:0,138:0,248:0,352:0,4867:66204,691:13559,2123:0,452:0,10:0,0:0,705:0,253:0,141:0,140:0,87:0,138:0,175:0,507:27285,1786:47987,1313:7003,1205:0,884:0,343:0,48:0,0:0,671:0,289:0,138:0,146:0,87:0,147:0,325:0,2064:49240,661:27612,2964:4002,422:0,730:0,344:0,150:0,8:"
penguin (5),Image0.jpg,"0,670:0,517:0,343:0,369:0,642:0,1549:5585,4509:5779,5473:4916,4754:0,5907:0,7959:3790,4643:0,6913:11593,677:8228,5184:0,911:0,458:0,415:0,544:0,3605:8657,2761:6638,4503:0,6637:0,6343:0,4478:0,7391:0,7138:0,9491:11794,2488:0,5748:0,765:0,565:0,543:0,2237:11527,2100:3121,5266:3824,3424:0,5924:0,4599:0,4863:4289,3470:0,4489:0,8893:12337,2002:0,5762:"
penguin (5),Image1.jpg,"0,1139:0,631:0,470:0,613:0,1256:0,5439:12454,3049:4715,7678:3226,5469:0,5008:0,5424:0,5251:0,5956:8558,2451:3664,7549:0,1423:0,596:0,713:0,1415:6955,2599:10016,3549:6939,5017:0,6409:0,4442:0,3963:0,5623:0,5070:0,7653:11025,1455:0,5138:0,1274:0,832:0,1178:6750,2590:10542,3703:5711,4331:3265,3716:0,4532:0,3867:0,4893:0,4731:0,3283:0,7030:10755,1307:0,5710:"
penguin (5),Image2.jpg,"0,952:0,527:0,379:0,504:0,1117:0,4675:13175,3636:5594,9339:4254,6584:0,5872:0,5766:0,4707:0,4950:7653,2215:4452,3649:0,1112:0,527:0,621:0,1396:3350,6126:10665,4336:8974,5636:0,7548:0,5294:0,4001:0,5741:0,4121:0,6464:6749,3940:0,3399:0,976:0,733:0,1277:6080,3621:10277,4421:5767,6298:4883,4216:0,5672:0,3873:0,5051:0,3685:0,2969:0,6145:6571,3791:0,3694:"
penguin (5),Image3.jpg,"0,651:0,315:0,312:0,343:0,430:0,2453:7695,6770:7549,6153:4279,5249:0,5523:0,5920:0,5891:0,6357:8797,3237:3807,8269:0,775:0,328:0,386:0,460:3513,3002:9748,4126:6149,6796:0,6685:0,5006:0,4224:0,6113:0,5272:3286,5162:10958,2451:0,5560:0,695:0,383:0,617:0,4072:13374,3237:4829,5633:3827,3772:0,5100:0,3892:0,5173:0,4744:0,3914:0,7642:11113,2327:0,5656:"
penguin (6),Image0.jpg,"0,1195:0,504:0,173:0,139:0,292:0,430:0,1980:5203,5082:4064,8494:0,12268:21899,6936:12471,3598:3244,1625:0,403:0,0:0,1623:0,232:0,259:0,324:0,1769:3143,4310:3415,7412:6203,10284:4937,10480:13134,6715:9331,2544:0,3854:0,31:0,0:0,0:0,1660:0,374:0,817:0,3350:3728,5564:8547,8373:0,10437:0,8632:8224,10122:9405,3140:5099,1292:0,1234:0,2:0,0:0,0:"
